,Error,_runtime,Test time,densities,R_scalings,_timestamp,Train length,Nodes per layer,Initial transient,Layers,_wandb,Total time,Total nodes,_step,alphas,sigmas,Resized,rhos,seed,sgmds,Train time,Test length
179,0.0314,519.4231262207031,32.155174397,"[0.02993199300647728, 0.1740127790569851, 0.09668414496009012, 0.05059481077648564, 0.03501401638604349, 0.15550150561260712, 0.10462423349816874, 0.0712630378537277]","[1.1965840120414204, 0.7550017373108496, 0.805647166951933, 0.7093706986502152, 0.8852469301305149, 0.6594886625897303, 1.0345638908803725, 0.9415892606962536]",1698218251.3397982,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,8,{'runtime': 518},509.251198848,16000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.1472821390815953, 1.3318233381677045, 0.674944377674599, 1.2284526404662128, 1.141446242641429, 1.487347983773546, 0.6228796069986281, 0.6957900253353043]",14,"[0.912816324460038, 1.3441417194830974, 1.4803484950347017, 1.3210005537849692, 1.4887539497277058, 1.1457116492362327, 0.8214614727714148, 1.4991971913398978]",8879,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",477.095983051,10000
180,0.0355,623.6633756160736,35.536722022,"[0.10882888744471964, 0.18640810445653055, 0.038959724083505544, 0.037660488002249734, 0.14277272632780774, 0.11600451893019911, 0.17132974231595902, 0.02861488004089386, 0.18519222579727024]","[1.2603088388668704, 0.5778868711253459, 1.1447261214581128, 0.9922214385726916, 0.7738312933233971, 0.7318597696911664, 0.9159360488952708, 1.4629329860132647, 0.5120684059575714]",1698217728.4643495,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,9,{'runtime': 622},612.5255657,18000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.4300884356311825, 1.213901416792342, 1.060435651137798, 1.374701479774628, 1.178797181240052, 1.26010712297958, 0.762893385302248, 1.194311811435775, 1.0241526764957714]",14,"[0.521061288896099, 0.5315387545587843, 0.9110254915847358, 0.7407268738750792, 1.2324773076056954, 0.9599019947498104, 0.6515046309972272, 1.455120599087231, 1.3826253914526785]",1556,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",576.988783578,10000
181,0.0334,29.73116135597229,4.903876625,[0.1018585772606146],[0.962626814413146],1698217100.7217314,60000,[2000],2,1,{'runtime': 28},26.693445339,2000,1,[0.7],[1.0000071195654965],14,[0.580688418816632],5509,['tanh'],21.789510974,10000
182,0.0307,76.23487544059753,9.202539425,"[0.05253188980988017, 0.014158184905062349]","[1.3212757495482417, 0.8277976728323361]",1698217067.0404763,60000,"[2000, 2000]",2,2,{'runtime': 74},71.803615274,4000,1,"[0.7, 0.7]","[1.0704004686996296, 1.0246828371588936]",14,"[1.238827582681798, 1.3652398362103924]",6154,"['tanh', 'tanh']",62.60102641,10000
183,0.031,123.47903656959534,12.645176608,"[0.08246260263964908, 0.12331983322195192, 0.10691863293032104]","[1.0625848030984684, 1.0729199945863832, 1.0693672430826486]",1698216987.4636505,60000,"[2000, 2000, 2000]",2,3,{'runtime': 122},118.445071648,6000,1,"[0.7, 0.7, 0.7]","[1.2189286774055574, 0.5502054502904865, 1.132019353070708]",14,"[1.3912685709258674, 0.5257670536132498, 0.8166836615587795]",6713,"['tanh', 'tanh', 'tanh']",105.7998444,10000
184,0.0298,180.2787778377533,16.197027901,"[0.03818990661525483, 0.07190793555924348, 0.18432636924752904, 0.07349458989282816]","[0.7892031999587262, 0.7755288875917034, 0.9797022387798314, 1.2506288950744162]",1698216860.3542109,60000,"[2000, 2000, 2000, 2000]",2,4,{'runtime': 179},174.238982327,8000,1,"[0.7, 0.7, 0.7, 0.7]","[1.2103039083185467, 1.4272388808490422, 0.7632908002727731, 1.151584419160459]",14,"[1.1717975823079143, 0.893938118191817, 0.9614275816774316, 1.482394316562878]",8013,"['tanh', 'tanh', 'tanh', 'tanh']",158.041903006,10000
185,0.0316,248.9475793838501,20.096117937,"[0.08359749510801007, 0.014586662857066371, 0.17063363598529002, 0.047387549101606787, 0.06893782907778873]","[0.6257948607773808, 1.4617178558622572, 0.778942568702801, 0.7550882287300914, 0.5158884527295373]",1698216676.1645024,60000,"[2000, 2000, 2000, 2000, 2000]",2,5,{'runtime': 247},241.763728797,10000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[1.1829637006636553, 0.514294179959573, 0.5976132767893014, 1.2227396916621125, 1.184566923107602]",14,"[1.2317929039076492, 1.0010525160780357, 1.3229185752258563, 0.996772488038818, 1.0723833714289586]",9218,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",221.6675709,10000
186,0.0278,331.663223028183,24.633719232,"[0.1580920266814149, 0.08364678631011886, 0.012238528036525803, 0.0951709928111839, 0.11190740183221597, 0.16051087248671778]","[1.1090480541274763, 1.3833609967142646, 1.1171256922409956, 0.6305636409727488, 1.371756489605752, 0.8106375393660334]",1698216423.977164,60000,"[2000, 2000, 2000, 2000, 2000, 2000]",2,6,{'runtime': 330},323.5935442,12000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.5495023605590382, 1.385352482252464, 0.6814225240974946, 0.6919856773505757, 0.826070666710968, 1.0598318945835057]",14,"[0.9657675662425456, 0.8954634851027707, 0.5134606480428208, 0.7276795305802772, 0.5038970316338909, 1.4215978037090695]",705,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",298.959773668,10000
187,0.0327,420.52744340896606,28.043952311,"[0.1308999247608327, 0.1412244107523099, 0.10866319422443362, 0.026443077885667694, 0.05649795621354098, 0.12403046133675567, 0.12924344908313554]","[1.414347040311002, 1.4809311363468998, 0.723503842986669, 1.4573909253375708, 1.002917095822729, 0.9432871403811484, 1.0054490912059058]",1698216089.2014604,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,7,{'runtime': 419},411.336092964,14000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.2673200493107002, 1.450861485725075, 1.2078207794467977, 0.7182475511120402, 1.456180574840384, 1.154406176614293, 0.753090566066954]",14,"[0.7804396832231024, 1.1110529855352134, 0.6436754587484805, 0.7701612524120373, 0.9177445006316538, 0.725357994577421, 1.126365401080289]",55,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",383.292091243,10000
188,0.0328,518.4045877456665,32.161583535,"[0.13081742022992413, 0.09442300211771013, 0.1910122997730064, 0.10306224257686912, 0.12499329230839112, 0.09683246897629874, 0.17576365494761542, 0.14232146893513478]","[0.606051192898668, 0.7660585366759561, 0.8168037100846824, 1.092667761964956, 1.4287654794619242, 0.7088337950797923, 0.712764974964134, 0.6316770229568722]",1698215665.2245457,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,8,{'runtime': 517},508.461024728,16000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.1805829968662516, 1.0068999864193329, 1.3952501990380997, 0.6714101135890277, 1.0561324366817175, 1.0419752771061574, 1.2306063831214362, 0.9052575558590272]",14,"[1.251825412059921, 0.856395609323462, 1.4014412428936966, 1.29629851404606, 1.1360527128917202, 0.8697937561415007, 1.1725538361087904, 0.6950895962958575]",2603,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",476.299389343,10000
189,0.0269,645.4536657333374,36.172097271,"[0.09138983529554952, 0.10894982168123722, 0.06583484413561141, 0.04349935543905968, 0.07609826057752922, 0.09717568233329577, 0.13305502420483503, 0.06702119512088173, 0.15077360820392616]","[1.38238528860112, 0.6504531035379294, 0.8844821043626067, 1.2358093913113306, 0.5492117855528805, 0.9501446275953516, 1.0059847504153692, 0.6820960254479184, 1.015926117625619]",1698215142.6292238,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,9,{'runtime': 644},630.45757132,18000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.6467533973489303, 0.7921799302078343, 0.5598235103586686, 1.3206629491789104, 0.8294834348172547, 1.176572174408396, 0.954794417676051, 0.6806657160018428, 0.9411351008772258]",14,"[1.4567095898144704, 1.2706591071267452, 0.9091690672200594, 0.867461174942529, 1.4594988014633268, 1.0833731805892564, 0.5312556171685233, 1.056158055462893, 0.5772599410922244]",6943,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",594.205273904,10000
